user,rating,comment,ID,Sentiment,compound,sentiment,Neutral,Positive,Negative
Haffner,10,nan,11,,0,neutral,48,48,2
pstaab,10,nan,11,,0,neutral,48,48,2
fsimon,10,nan,11,,0,neutral,48,48,2
starman,10,nan,11,,0,neutral,48,48,2
Capn_Future,10,"one of the best card games out there, lots of player interation with eachother, never boring plus many expansions out there for the game.",11,,0.7321,positive,48,48,2
Steven,10,Great game. It's easy to teach people and they really get involved in the game after the first few turns. ,11,,0.7906,positive,48,48,2
jord,10,"To win you must help the others : no choice, it's so fun to have to give cards to win.",11,,0.9237,positive,48,48,2
PJefferies,10,nan,11,,0,neutral,48,48,2
Kanakuk,10,One of my favorites. Different strategy depending on who you play with. Good for the non-gamers. i have the german version which makes it fun. Bohne Bohne Bohne,11,,0.886,positive,48,48,2
BillMackey,10,nan,11,,0,neutral,48,48,2
FrankWIrsch,10,Even mom and grandma love this game.  A keeper.,11,,0.6369,positive,48,48,2
Busy,10,nan,11,,0,neutral,48,48,2
robbirob,10,nan,11,,0,neutral,48,48,2
GeoffB,10,nan,11,,0,neutral,48,48,2
gatchaman,10,nan,11,,0,neutral,48,48,2
Martina,10,nan,11,,0,neutral,48,48,2
Pola,10,Probably my oldest and personal favourite in my collection.  Will play over and over again.,11,,0.34,positive,48,48,2
terrencegf,10,We play this game at least every other week.,11,,0.34,positive,48,48,2
crumbb,10,nan,11,,0,neutral,48,48,2
Lupin,10,"As the work of top thinks. The trade is what is it is a work which it shows positively. The card game being simple, fun is not in the future. From this game front...... ",11,,0.8176,positive,48,48,2
viperxo,10,nan,11,,0,neutral,48,48,2
nelok,10,nan,11,,0,neutral,48,48,2
CpaGuy,10,nan,11,,0,neutral,48,48,2
Arnott,10,Still love it.  Great trading game.,11,,0.8519,positive,48,48,2
elpadre,10,nan,11,,0,neutral,48,48,2
gzamira,10,nan,11,,0,neutral,48,48,2
davemenc,10,nan,11,,0,neutral,48,48,2
Sunfox,10,"This was one of 18 games I purchased once discovering the whole new games market, and so far it's one of my ""casual"" group's favorites - even after their initial hesitations. The rules take a bit of getting used to, but once playing it's great fun!",11,,0.9318,positive,48,48,2
shadowkeeper,10,As good as card games get.,11,,0.4404,positive,48,48,2
largando,10,nan,11,,0,neutral,48,48,2
Rocklin_Ric,10,nan,11,,0,neutral,48,48,2
Garick,10,nan,11,,0,neutral,48,48,2
tance,10,nan,11,,0,neutral,48,48,2
Ronnn,10,nan,11,,0,neutral,48,48,2
fredjet,10,nan,11,,0,neutral,48,48,2
kjkuder,10,nan,11,,0,neutral,48,48,2
BigDaddy,10,Mmmmm....Stink Beans!!! ,11,,0,neutral,48,48,2
wingedpotato,10,This one never gets old.  I love the player interaction that occurs through trades.  Fun fun fun!,11,,0.7798,positive,48,48,2
MainiacJoe,10,"This is really, really fun!",11,,0.6326,positive,48,48,2
Lothian,10,"I always lose!!! I can't understand why... ;( Even so, the game is so addicting i don't mind losing at all, always trying to make the best out of my beans. The key is planting as much as you can outside your turn, trading your hand of beans. -update- now i'm beginning to win more often...",11,,0.9111,positive,48,48,2
gray0013,10,Terrific group game with a great interaction mechanic. You can play for hours!,11,,0.8718,positive,48,48,2
cberg,10,An incredibly unique game that never fails to impress.  I also find it to be a great 'gateway' game.,11,,0.6157,positive,48,48,2
drandle,10,THIS a GREAT one!!!!!,11,,0.7906,positive,48,48,2
dkeisen,10,"Still Rosenberg's best game, even after Le Havre, Ora et Labora, Agricola, and Loyang.  Excellent trading game, works well with various sized groups and with both serious gamers and non-gamers. Don't play with my sister-in-law who will want 3 soy beans and 2 red beans for her coffee bean.",11,,0.8387,positive,48,48,2
wgiammona47,10,nan,11,,0,neutral,48,48,2
prof,10,nan,11,,0,neutral,48,48,2
jonthegm,10,Great game.  Fun for everyone.,11,,0.8126,positive,48,48,2
greg,10,"Perhaps my favourite game of all-time.  That it's a trading game makes it very easy for newcomers to grasp (and is thus an excellent introduction to ""these games of ours"") as well as keeping all players involved throughout.  I *strongly* recommend playing with no more than five players and removing the 4s, 22s, and 24s from the English-language version (they make the game outstay its welcome).",11,,0.8777,positive,48,48,2
Codexier,10,Will this game ever get old?  I love it everytime I play it.,11,,0.765,positive,48,48,2
Gimel Vav,10,Great game.  Interesting mechanics and plenty of room for strategy. ,11,,0.7783,positive,48,48,2
Ken & Deb Wessel,10,"The best and most fun game in the world, a game that everyone will love from young to old, you will get laughs along the way and even name the beans after family members. A game that you can pay with your young children or your grandparents, easy to learn but hard to stop playing.. every game is different. A+A+A+A+A+A+A",11,,0.7137,positive,48,48,2
pijll,10,"One of my oldest favourites. Wonderful negotiation game, in which it is sometimes preferable to give things away for free, or to trade at an unfavourable exchange rate. When played this way, it almost seems like a cooperative game, even though only one person can be the winner -- often the player who was nicest to the others.",11,,0.956,positive,48,48,2
ponchera69,10,"I can play this all my life.  Easy, this is the best game on the geek.  ",11,,0.8271,positive,48,48,2
Ipecac,10,nan,11,,0,neutral,48,48,2
wyldeoak,10,"Fun, light trading game. Allows wide range of number of players. The game is quite different with more than fewer players.",11,,0.5574,positive,48,48,2
dyoung418,10,nan,11,,0,neutral,48,48,2
Darth_Skeeter,10,"Absolutely awesome game!! If you like card games... if you like fun, then this game: It must be yours.",11,,0.9228,positive,48,48,2
marq,10, ,11,,0,neutral,48,48,2
Skyjack,10,nan,11,,0,neutral,48,48,2
odie73,10,"Loved it when it came out and is still one of my absolute favorites. Quite certainly the most played game in my collection.   Simple but ingenious hand management mechanism that forces constant trading between the players. Heck, I cannot even think of another game that makes gifting a valuable card to another player a beneficial move. Certainly has quite some luck as most quickish card games. But for about 45 minutes everyone at the table is fully entertained.   Should have won the ""Spiel des Jahres"" in '97 as also its ongoing popularity shows. One of the biggest omissions in the history of the award. ",11,,0.9931,positive,48,48,2
wolver,10,"The strickt rule of not reordering the cards in your hand adds spice, but also an open doorway for cheating. But thisgame moves so fast, cheating is hardly rewarding.  It has trading, building, manageing, and pretty fast gameplay.",11,,-0.0617,negative,48,48,2
Clynderon,10,nan,11,,0,neutral,48,48,2
XSNRG,10,"A fantastic game, full of social interaction. I never turn down an opportunity to play this game.",11,,0.8316,positive,48,48,2
kljman,10,Love it!,11,,0.6696,positive,48,48,2
Davagina,10,nan,11,,0,neutral,48,48,2
GameCrazy,10,nan,11,,0,neutral,48,48,2
dkearns,10,"Bohnanza is everything a game should be: engaging, social, and very very fun.  Light enough to keep things mellow.  Tight enough to pressure interactions.  Clever, quick, and cute, ""beans"" is always a pleasure to share with others.    ",11,,0.943,positive,48,48,2
blade.runner,10,One of my all time favourites. great player interaction!,11,,0.6588,positive,48,48,2
ridgebacks,10,"Excellent game, nothing I found like it.A must have",11,,0.3798,positive,48,48,2
Adiegirl,10,"A fantastic group game--a must have if your going away with friends. I love how this can be played competitively or cooperatively, depending on the mood of the players.",11,,0.9231,positive,48,48,2
Maciej,10,nan,11,,0,neutral,48,48,2
dalloftheabove,10,"Top on my list of ""desert island"" games... provided I am trapped on a desert island with a decent bunch of gamers. :-)",11,,-0.0772,negative,48,48,2
davebo,10,nan,11,,0,neutral,48,48,2
bhchan,10,Great game for 2 or more people.  Very fun.,11,,0.8384,positive,48,48,2
Sandman1973,10,Clever trading game. The 2 player version also works great. Can't really fault this game.,11,,0.8616,positive,48,48,2
Evil HummingBird,10,Exellent game. Original Concept.,11,,0.3182,positive,48,48,2
biofly21,10,nan,11,,0,neutral,48,48,2
vitas,10,"I tend to dislike card games, but this one seems fun every time I play it.  I even got some non-gamers to get into it, once they got into the flow of the game.",11,,0.775,positive,48,48,2
beckerc,10,In which other game do you offer an opponent victory points for free - AND HE DECLINES???,11,,0.5913,positive,48,48,2
keithks,10,nan,11,,0,neutral,48,48,2
David S April,10,nan,11,,0,neutral,48,48,2
Graek,10,Everyone I have ever introduced this game to ends up buying it.  ,11,,0,neutral,48,48,2
toomanyminis,10,"Current favorite card game. Can be easily explained, although may take some players awhile to grasp the concept.",11,,0.6597,positive,48,48,2
MarkEJohnson,10,"A modern classic. Awkward to explain to newcomers, but they inevitably love it once they get over the hump.",11,,0.7579,positive,48,48,2
Leojpf,10,One of my very favorites (and one of my earliest acquisitions); every social game group should have a copy.  The weight of this game varies dramatically based on the attitude of the group.,11,,0.4754,positive,48,48,2
Donkey Thong,10,"Just flat out fun. I love this game and can't give it high enough praise.  I like to think about it as the game that has the highest player interaction but at the same time forces people to be nice to each other. Brilliant!  Also, I find the much maligned 2 player variant to be a nifty way to spend a couple of minutes. Not nearly as good as the regular game but still fun.",11,,0.9715,positive,48,48,2
Munchkin_Micih,10,nan,11,,0,neutral,48,48,2
Bigwood,10,My favorite game.  An excellent trading game and a great way to get people interacting around the table.,11,,0.8957,positive,48,48,2
Rathi,10,nan,11,,0,neutral,48,48,2
evan,10,nan,11,,0,neutral,48,48,2
Halcyonhyde,10,"I have never had a failed session with this game, yet.  Every person I introduce this game to absolutely loves it.  I have gotten many non-gamers addicted to this game.  I always enjoy playing even if I don't end up winning.  Every person I play with brings a different dynamic to every game.",11,,0.9173,positive,48,48,2
gdozzi,10,I've owned this game forever and I keep getting back into it...,11,,0,neutral,48,48,2
Ingoschi,10,nan,11,,0,neutral,48,48,2
Yourgames,10,nan,11,,0,neutral,48,48,2
tdyck,10,The game that got me hooked on german style board games,11,,0,neutral,48,48,2
Artax,10,Az egyik nagy kedvencem. Imadni valo jatek. Porgos. Sok interakcioval egymas kozott.,11,,0.3182,positive,48,48,2
frostholm,10,"This is the best cardgame ever made. It fun, it easy to play, but hard to master",11,,0.7003,positive,48,48,2
Scrivener,10,I find this game a lot of fun.  I like the exploration aspect and the fact that you never know what type of game you are going to play.  It's like combining the best parts of Christmas and Hallowe'en,10547,,0.9413,positive,60,34,3
vitas,10,"Fun game with two phases: 1) exploration, 2) haunting.  All through out, this is a co-operative tile-laying exploration game of an old mansion.  When the haunting kicks in, one player betrays the others, so it's a contest between the betrayer and the rest of the players.  For the sake of variety, a book of scenerios is consulted at that point to find out how the game will proceed.  As the nature of adventure games, it's not balanced, but the end result makes for an interesting story.",10547,,0.5994,positive,60,34,3
joerg73,10,MG,10547,,0,neutral,60,34,3
Arkraider,10,This is a fun game.  I like the various scenarios that it can produce.,10547,,0.7003,positive,60,34,3
spencer_myers,10,"Just got my copy so my group has only played twice so far, but this game is excellent!  We haven't run into any issues that the FAQ or common sense couldn't fix.  We've taught this to two non-gamers and they caught on right away and loved it. ",10547,,0.9245,positive,60,34,3
shehulk,10,all I ever wanted!,10547,,0,neutral,60,34,3
mwknowles,10,nan,10547,,0,neutral,60,34,3
Commissarsean,10,nan,10547,,0,neutral,60,34,3
malfeis,10,nan,10547,,0,neutral,60,34,3
arneson,10,nan,10547,,0,neutral,60,34,3
Mike_J,10,nan,10547,,0,neutral,60,34,3
dlo8129,10,nan,10547,,0,neutral,60,34,3
LolaAndLocke,10,nan,10547,,0,neutral,60,34,3
odo_ital,10,"50 games in one. I had to try a horror game with this much versatility and I wasn't disappointed. I play this game every chance I get, because no matter how many times I play it, there is always something new in it. Who is the traitor, what does he want and how do we prevent it. Even after playing it for months, I have been surprised at the ingeniuety of the scenarios, and how different they all are, so every game really is something new. And if you should happen to get a haunt you've tried before, chances are that you have forgotten most of it since the last time because there are so many. My thumbs up to this game (so far the only one i've rated 10), and I hope there are going to many expansions in the future. The one cloud in the silver lining is that you need to download the FAQ's to play it properly, but that is a minor detail.",10547,,-0.2679,negative,60,34,3
blicko,10,"This is one of my group's favorite games. We have a ball playing it, even with the flaws. It's still a great, fun game.",10547,,0.9042,positive,60,34,3
MsVader,10,"This is definitely my favorite game (as of 6/05).  The fact that you go from working together as a team to explore this house, to a betrayer vs. everyone else scenario is what makes this game so much fun.  I've played a bunch of times, and only once has the betrayer been victorious (and that happened to be when I was the betrayer).  Great game all around.  It's a shame they released it before they got all the kinks worked out.  Having to check the many pages of errata can be annoying.",10547,,0.8744,positive,60,34,3
heretik,10,nan,10547,,0,neutral,60,34,3
lsrsera,10,nan,10547,,0,neutral,60,34,3
kodokunobaajin,10,"The concept for this game is great! Explore a haunted house, betray your friends, and then try to kill them! The best part is the 50 different stories that are available to play, so you have to play it a lot, and I do mean a lot, to have two games the same!",10547,,0.6219,positive,60,34,3
scbarber,10,"This is my favorite game of all.  The beginning game is simple enough to get everyone up to speed and feeling comfortable with the mechanics.  Then one of you will betray the others, as determined by the system.  Each side has hidden win conditions.  This game is full of emergent story (I personally enjoy the games where the 8 year old girl turns traitor and wins).  This is a high-drama strategy game where the players are reacting to events.",10547,,0.9001,positive,60,34,3
Lagmonster,10,nan,10547,,0,neutral,60,34,3
LoopyWolf,10,"Fantastic, another lush lavish game with lots - and the way one player is the bad guy - VERY good concept",10547,,0.6157,positive,60,34,3
Max_Writer,10,nan,10547,,0,neutral,60,34,3
mllestecchino,10,nan,10547,,0,neutral,60,34,3
skot72,10,I thought this game would suck but it is really fun.  I just hope that they will make some expansions,10547,,0.8475,positive,60,34,3
smoret,10,nan,10547,,0,neutral,60,34,3
Stelio,10,nan,10547,,0,neutral,60,34,3
AncientNomad,10,nan,10547,,0,neutral,60,34,3
Gnarlythotep,10,One of the best multi-player games around. Plenty of interaction and laughs to be had.,10547,,0.8126,positive,60,34,3
Bergh,10,"Great game, one of the only games i  played 50+ times, and still want to play! Its fun, fast and the rules are simple.  ",10547,,0.9151,positive,60,34,3
khystra42,10,nan,10547,,0,neutral,60,34,3
LordFarlander,10,nan,10547,,0,neutral,60,34,3
Kismul2,10,nan,10547,,0,neutral,60,34,3
bungeeboy,10,"This is, by far, Avalon Hill's best non-warfare game.  This was the peak of their game development.  Unfortunately, that means that after this game, their ideas went downhill from there.  In this game, you play as a character, exploring a haunted house, looking for clues and items.  The house is built from randomly shuffled tiles, so the house is NEVER THE SAME WAY TWICE!!!  My friends who hate board games always insist on playing this one, so you gotta know its a winner!  If you don't have this in your collection, then your collection is incomplete.",10547,,0.8057,positive,60,34,3
Jerrian,10,"Immensely fun semi-cooperative haunted house game.  Everyone works together to try and escape the house, until one of them is revealed as the traitor, at which point he/she works against the rest.  There are 50 different scenarios, so it has a lot of re-playability.",10547,,0.2263,positive,60,34,3
BruceGee,10,"As the designer, I admit a few flaws crept in along the way, but I'm still proud of the game.",10547,,0.6757,positive,60,34,3
aliasart_13,10,Most played game in my apartment.,10547,,0.4005,positive,60,34,3
Fatdavis,10,nan,10547,,0,neutral,60,34,3
ahmanics,10,nan,10547,,0,neutral,60,34,3
Landon,10,nan,10547,,0,neutral,60,34,3
jtalley1138,10,nan,10547,,0,neutral,60,34,3
mark_d_gartland,10,A fast-paced game. Intense drama. A great challenge to your problem-solving skills. Never the same game twice; Four great reasons to love this game.,10547,,0.9325,positive,60,34,3
bg123,10,nan,10547,,0,neutral,60,34,3
Katja,10,nan,10547,,0,neutral,60,34,3
mmaak,10,"I have played this game about 5-6 times. I have loved it every time. It seems like a brand new game each time you play it. This would probably wear off once you played it 50 or 60 times, but it would still be a good game. There are enough variances to make it exciting again and again, but isn't confusing. It's like a kicked up game of clue. Definately a keeper!",10547,,0.9638,positive,60,34,3
rpgobjects,10,nan,10547,,0,neutral,60,34,3
LazarusHan,10,nan,10547,,0,neutral,60,34,3
overseer,10,"Â¿Foreboding anyone? A enjoyable game for big groups, not suitable for 2 players.",10547,,0.4404,positive,60,34,3
lutherreed,10,nan,10547,,0,neutral,60,34,3
maszek,10,nan,10547,,0,neutral,60,34,3
highpriestrsw2,10,This game is great! My friends always ask me to bring it to the gaming club. The secret enemy thing is always a hit! I only wish there were expansions for it!,10547,,0.8061,positive,60,34,3
xandryyte,10,nan,10547,,0,neutral,60,34,3
Kwisatz Haderach,10,nan,10547,,0,neutral,60,34,3
loseaturn,10,nan,10547,,0,neutral,60,34,3
Common_Hero,10,nan,10547,,0,neutral,60,34,3
TokBoLandin,10,nan,10547,,0,neutral,60,34,3
ROCKTOPOTOMUS,10,nan,10547,,0,neutral,60,34,3
tigspirit,10,nan,10547,,0,neutral,60,34,3
espen,10,"Based on 25 plays. + One of the best games I've ever played. + This game provides good memories for a lifetime, as most role-playing games do. > The game is at its best with people who are ready for a light role-playing experience. > In my opinion, best with 5, 4 and 6 players, respectively. Haven't played with fewer players to avoid wasting good scenarios. The larger the crowd, the better the experience? - You should download revised scenario booklets (in color here on BGG, by UniversalHead). Also, you should have some kind of chart in order to find appropriate tokens fast. - The players must be able to make up rules for unexpected situations every now and them.  Updated 9->10 in 2011 after 25 plays. I've come to accept this game as it is, even with its major flaws. I still have a constant urge to produce custom stuff to this game: new scenarios and alternative Finnish translations (in addition to the one I already did).  Since 2007, updated Dec 2011",10547,,0.9844,positive,60,34,3
mschmidl,10,one of the most played games we own and it's always been a close race between traitor and players,10547,,0.4005,positive,60,34,3
QuickNick,10,Still the real thing. No warping tiles. All errata incl.,10547,,-0.296,negative,60,34,3
r333,10,nan,10547,,0,neutral,60,34,3
jblack,10,nan,10547,,0,neutral,60,34,3
jcfp,10,nan,10547,,0,neutral,60,34,3
Xenomech,10,"Fantastic game with a LOT of variation.  The twelve characters, customizeable, tile-based board and the 50 different ""haunts"" make each game a unique and interesting experience.",10547,,0.743,positive,60,34,3
Universe,10,nan,10547,,0,neutral,60,34,3
oregomm,10,nan,10547,,0,neutral,60,34,3
willdesigns,10,"Probably the best mystery/horror game I could imagine. Great Atmosphere, cool components, prepainted miniatures and the 52 Haunts makes this game anew constantly. I give this a 10 not only because of all the things I mentioned but also because the possibilities to expand the adventure are unlimited (for a creative player).",10547,,0.9331,positive,60,34,3
jrg1199,10,nan,10547,,0,neutral,60,34,3
turtleback,10,"Thematic and fun!  I'm glad they finally reprinted this.  It allowed me to pick up the first edition for cheap.  Works well with 2. Each player plays to characters until the haunt starts.  Then one player plays the traitor and the other plays the three remaining heroes.  [b]Edit:[/b] I need to play this more often.  It's a great game!  Upping my rating to a 10.  Maybe some haunts are better than others, but what a great experience.  So good!",10547,,0.9737,positive,60,34,3
sirpip,10,"Get it if you can.  Nearly 100% of people who've played this game enjoy it, many will drop what they are doing when they hear that a game is starting up.  Betrayal is simple to play, a decent length (60-90 min.), and highly variable each time you play, keeping the game fresh for a long time.  Well worth the money.",10547,,0.8316,positive,60,34,3
Tory Adore,10,nan,10547,,0,neutral,60,34,3
raivaaja,10,nan,10547,,0,neutral,60,34,3
agaupig,10,nan,10547,,0,neutral,60,34,3
Indhra,10,nan,10547,,0,neutral,60,34,3
Luisjoey,10,"Fun random game, where you get joy of find out in the tile discovering. like to play with lots of people. ",10547,,0.9001,positive,60,34,3
davidchujr,10,nan,10547,,0,neutral,60,34,3
Ordasmania,10,"Ameritrash at it's best.. walk the house of horrors, be a hero or just try to survive! Fine, beautifully designed components, floor tiles, nice long and VERY sturdy cards, a really breathtaking atmosphere. A MUST try !!It cries for an expansion.. ** Az ameritrash legjava... jard a kisertethazat, legy hos vagy csak probald meg tulelni !Csodalatos komponensek es dizajn, padlo elemek, szepen rajzolt, hosszu es idotallo kartyak, lelgzetelallito atmoszfera. Muszaj kiprobalni !Kiegeszitoert kialt...",10547,,0.8739,positive,60,34,3
basilmichael,10,Best Game Ever..... the only people that don't like this game are hard core euro gamers.,10547,,0.3999,positive,60,34,3
pulla,10,Needs the right mood. Not skipping the horror stories is important for new players.,10547,,0.5856,positive,60,34,3
timmycrackedcorn,10,nan,10547,,0,neutral,60,34,3
Oldfritz,10,nan,10547,,0,neutral,60,34,3
psi51,10,nan,10547,,0,neutral,60,34,3
ianwright,10,"Awesome game, very atmospheric. Yes it's very random, but in a game like this that doesn't even matter, it's all about the experience and the story.",10547,,0.7703,positive,60,34,3
joshk1977,10,"Wow.  shure it has poorly written rules, some of the haunts feel broken. but if played fast and loose with people trying to have FUN, will be a blast with gamers and non gamers. ",10547,,0.7615,positive,60,34,3
jodymoore,10,It's never the same game twice.,10547,,0,neutral,60,34,3
Goppels,10,nan,10547,,0,neutral,60,34,3
Weaselboy,10,nan,10547,,0,neutral,60,34,3
Project_Betrayal,10,Follow the white rabbit...,10547,,0,neutral,60,34,3
Daemonia,10,nan,10547,,0,neutral,60,34,3
Wilikai,10,"One of my all-time favorites. Despite its shaky scenarios and ambiguous rules, the theme is so strong and the rules so easy to teach that I can talk just about anyone into playing this game, and enjoying it. Some weaknesses are made up for with pure nostalgia and fun.",10547,,0.9549,positive,60,34,3
brbender,10,nan,10547,,0,neutral,60,34,3
efse,10,nan,10547,,0,neutral,60,34,3
chiba13,10,"Might be the coolest boardgame ever.  Seriously.  Seems to have near-endless replayability, too.",10547,,-0.1779,negative,60,34,3
Septik,10,nan,10547,,0,neutral,60,34,3
RandysLady,10,"amazingly fun for playing with game-handicapped family or game-elite friends. i'm very sad it's out of print, since everyone who plays mine wants it and no way am i giving up mine!",10547,,0.7818,positive,60,34,3
Overdose178,10,nan,10547,,0,neutral,60,34,3
the-orc,10,nan,50,,0,neutral,54,44,1
Eagle,10,nan,50,,0,neutral,54,44,1
Jayg4,10,nan,50,,0,neutral,54,44,1
DTGoeske,10,nan,50,,0,neutral,54,44,1
pedro_pete,10,nan,50,,0,neutral,54,44,1
jord,10,Quick to play. The luck is an important factor but as the a game is quickly finished you can make an other try against your ooponent or you can try to balance the luck with your strategy.,50,,0.7964,positive,54,44,1
eepers,10,"I LOVE THIS GAME!  It's hard to find good games I can convince my wife to play, and yet be complex enough in strategy that I can still enjoy it... this is that game.  Simple rules that allow for a staggering amount of incredibly difficult choices in tactics.  Loads of fun.  BTW, I've played a 4-suit version of this with a standard set of poker cards.  Lay down the aces as the ""board"" of color markers, use suits as the colors, all face cards count as handshakes.  Works well, even with only color ""suits"" to play with.",50,,0.9707,positive,54,44,1
BillMackey,10,nan,50,,0,neutral,54,44,1
GeoffB,10,nan,50,,0,neutral,54,44,1
maffo,10,nan,50,,0,neutral,54,44,1
zelig,10,nan,50,,0,neutral,54,44,1
Busy,10,nan,50,,0,neutral,54,44,1
mdikwb,10,nan,50,,0,neutral,54,44,1
oobydoob,10,nan,50,,0,neutral,54,44,1
talcire,10,nan,50,,0,neutral,54,44,1
wgiammona47,10,nan,50,,0,neutral,54,44,1
jamieuk,10,nan,50,,0,neutral,54,44,1
BigBoote,10,"Brilliant 2 player game, but not for those who like lots of chrome.  As another review said, really a game about numbers, but the simplicity belies great subtlety in play.",50,,0.9371,positive,54,44,1
rtrowan,10,"The best 2-player game I have played. Theme is very thin, but I still love the game after hundreds of plays.",50,,0.9118,positive,54,44,1
Mike Mayer,10,"Bit worn out on it now, but I got my money&#039;s worth and then some.",50,,0.1901,positive,54,44,1
Chris_Roberts,10,nan,50,,0,neutral,54,44,1
Bolerochi,10,nan,50,,0,neutral,54,44,1
Alan How,10,"The ultimate 2 player card game. Plays in 10 minutes, addictive and rewards skilful play, but has a large luck factor too. There are many strategies and these are rewarded via an excellent scoring system. Easy to pass on to non-game players as well as affectionados.",50,,0.9753,positive,54,44,1
nelok,10,nan,50,,0,neutral,54,44,1
JEFF_RDG,10,nan,50,,0,neutral,54,44,1
wiley1za,10,"Excellent 2 player game. Vastly recommended. Quick, simple, elegant, and best of all, fun. '20/08/10: The comment above was from 2003! Still love this game. A treasure of a two-player game.",50,,0.9712,positive,54,44,1
Saphon,10,"It was the first of the 2-player cards games that we got from Kosmos, and I can&#039;t even guess at how many times my wife and I have played this one, and neither of us has EVER said no to a game or two of it. Absolutely great!",50,,0.7082,positive,54,44,1
elpadre,10,nan,50,,0,neutral,54,44,1
hanuman,10,nan,50,,0,neutral,54,44,1
TredWel,10,nan,50,,0,neutral,54,44,1
ctyce,10,nan,50,,0,neutral,54,44,1
Auzumel,10,nan,50,,0,neutral,54,44,1
RedDragonSpySteve,10,nan,50,,0,neutral,54,44,1
PBrennan,10,"100+ plays. It's one of the great 2 player spouse games. It's light enough to play fast but there inevitably comes a few agonising decisions over how long to hold out for better cards (vs giving useful cards to your opponent via the discard pile vs playing too early to a colour and limiting your score in it). The other hard decision each hand is whether to play safe or risky (by playing multiplier cards on a suit that you may score negative in if you don't get the high cards). There's no direct pussage and limited interaction, but your plays generate enough interest and tension (from time pressure to maximise your score before the deck runs out) to warrant a lot of replay.",50,,0.9217,positive,54,44,1
Chris Ternan,10,nan,50,,0,neutral,54,44,1
zaiga,10,"A short, clean and elegant game that plays very quickly. A few agonizing moments here and there and player interaction is very subtle. Favorite game to play with my girlfriend.  Update -- Oh what the heck, I upgraded my rating to a 10. There is not a game that gets as much playtime as this one and even after a year of playing it constantly I'm still not fed up with it.",50,,0.8524,positive,54,44,1
The Bard,10,"Simple rules, and lots of tough decisions. Good game when time or space are limited.",50,,0.128,positive,54,44,1
jsciv,10,Perhaps the perfect 2 player filler game. Easy to play and a good mix of luck and skill.,50,,0.9313,positive,54,44,1
dakarp,10,"I've probably played more of this game than any other game in my collection, but I'm far from tired of it.  It is still my two-player game of choice to lure in new players.  Always tense, always interesting, but easy enough that it never bogs down.",50,,0.2846,positive,54,44,1
cypar7,10,"This is a terrific two-player game!!  The cards are beautiful (both their artwork and their large size).  It is true that the board isn't necessary, but so what? The rules are relatively easy to learn and the scoring is straightforward.  There is more strategy than one might initially expect.  I think it's disgusting that so many people have relegated this game to ""spouse-only"" status when it's worthy of so much higher regard.",50,,0.8436,positive,54,44,1
wunda,10,nan,50,,0,neutral,54,44,1
mkozlows,10,nan,50,,0,neutral,54,44,1
markb_34,10,My favorite two player game of all time!  Always hard decisions to make.,50,,0.4389,positive,54,44,1
Kari,10,nan,50,,0,neutral,54,44,1
pschwar,10,"It only took me about 18 years to finally appreciate this game, but now I love it.",50,,0.8248,positive,54,44,1
carali,10,nan,50,,0,neutral,54,44,1
Zooboo,10,"After all those years Lost Cities still remains in my Top 10. Sure there are better small games and with more theme. But its simplicity and elegance are what make this game a true classic. The risk-taking aspect is delightful : should I start that color now or hold back a bit more until I get one more card of that color? A round plays in 5-10 minutes and you can play as many as you like. I also enjoy the oversized cards, it certainly plays a role in my appreciation of the game.",50,,0.9903,positive,54,44,1
cktjharris,10,"A very fun game, perfect for couples.  Both of us really enjoy this, even when one person is way behind in score.  Although you have to watch what you feed to the other player, the conflict lies mainly in deciding how long you should, and can stand to, hold out for the cards you need.  The cards, by the way, are really beautiful.",50,,0.9031,positive,54,44,1
newfan,10,very addicting card game involving building suites.,50,,0,neutral,54,44,1
Ryno8,10,"For a 2 Player game...  I dont think it gets much better than this.  Simple enough to teach to non-gamers, yet still challenging, and can become a great battle to win if your opponent and you are of the same calibre.",50,,0.8689,positive,54,44,1
bugz,10,Have played it so much that it's second nature now. Great way to finish an evening after a longer game,50,,0.7579,positive,54,44,1
MisterCranky,10,"Thanks to rootbeer for pointing out my failure to rate this--it's easily the best Kosmos 2er of them all, in terms of gameplay; replayability; ease of obtaining opponents; and teaching to new players.",50,,0.8271,positive,54,44,1
russellg,10,One of the best 2-player games out there.  Elegant and infinitely replayable.,50,,0.8074,positive,54,44,1
djsolie,10,nan,50,,0,neutral,54,44,1
jayiv,10,Great two player card game.,50,,0.6249,positive,54,44,1
JonBob,10,nan,50,,0,neutral,54,44,1
toomanyminis,10,nan,50,,0,neutral,54,44,1
dbmite,10,The best two player card game! Gut-wrenching and tense.,50,,0.4753,positive,54,44,1
santhony12441,10,nan,50,,0,neutral,54,44,1
joemac2,10,Classic two player game from Knizia.,50,,0,neutral,54,44,1
Kibbersdog,10,nan,50,,0,neutral,54,44,1
enricodandolo,10,"It's a cliche, but this is the only game my wife will ask to play.  Brilliant game.",50,,0.8519,positive,54,44,1
Marky,10,"First modern boardgame I got way back in the day.  LOVE this game, plays easy but is so much fun and engageing 2 player. The theme and the art on the cards are brilliant, for a simple numbers card game gives a sense of adventure.  I've still got my original copy which went around on holidays with me and the missus way way before kids were even a thought. Now play that same copy with the teen kids :)",50,,0.986,positive,54,44,1
gcanessa,10,nan,50,,0,neutral,54,44,1
